sequence,is_target,condition,stimuli,block,is_block_beginning,is_block_ending,fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_robot_intro_text.started,training_robot_intro_key.started,training_robot_intro_key.keys,training_robot_intro_key.rt,cross.started,cross.stopped,training_letter.started,training_robot_key.started,training_robot_question.started,training_robot_keys.started,training_letter.stopped,training_robot_key.keys,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_robot_intro_text.stopped,training_robot_intro_key.stopped,training_robot_key.rt,RSME_key.rt,training_robot_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,movie.started,key.started,key.keys,key.rt,block_intro_text.stopped,block_intro_key.stopped,letter.started,letter.stopped,participant,session,date,expName,psychopyVersion,frameRate,
R_Torso_X_For,False,1,robot,3,False,False,robot_stimuli\R_Torso_X_For.mp4,10,,,,,,,,,0,392,392,392,,,,,,,,,,,,,3704.5989480000003,3705.6790484000003,,,,,,,3709.3310049,3709.3310049,3709.3310049,3709.3310049,3709.3310049,3709.3310049,3709.3310049,3709.3310049,None,None,None,,,,,,,,,,,3704.5989480000003,3704.5989480000003,None,,3705.6790484000003,3705.6790484000003,n,1.052814099999722,3704.5989480000003,3704.5989480000003,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
R_Base_X_Back,False,1,robot,3,False,False,robot_stimuli\R_Base_X_Back.mp4,10,,,,,,,,,0,393,393,393,,,,,,,,,,,,,3709.3310049,3710.4127590000003,,,,,,,3714.0629475,3714.0629475,3714.0629475,3714.0629475,3714.0629475,3714.0629475,3714.0629475,3714.0629475,None,None,None,,,,,,,,,,,3709.3310049,3709.3310049,None,,3710.4127590000003,3710.4127590000003,n,2.2619465999998454,3709.3310049,3709.3310049,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
R_Head_Z_Back,False,1,robot,3,False,False,robot_stimuli\R_Head_Z_Back.mp4,10,,,,,,,,,0,394,394,394,,,,,,,,,,,,,3714.0629475,3715.1448707000004,,,,,,,3718.7848245,3718.7848245,3718.7848245,3718.7848245,3718.7848245,3718.7848245,3718.7848245,3718.7848245,None,None,None,,,,,,,,,,,3714.0629475,3714.0629475,None,,3715.1448707000004,3715.1448707000004,n,1.0346521999997265,3714.0629475,3714.0629475,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
R_Head_Z_Back,True,1,robot,3,False,False,robot_stimuli\R_Head_Z_Back.mp4,10,,,,,,,,,0,395,395,395,,,,,,,,,,,,,3718.7848245,3719.8573133,,,,,,,3723.4971408,3723.4971408,3723.4971408,3723.4971408,3723.4971408,3723.4971408,3723.4971408,3723.4971408,None,None,None,,,,,,,,,,,3718.7848245,3718.7848245,None,,3719.8573133,3719.8573133,c,2.425894299999726,3718.7848245,3718.7848245,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
L_Torso_X_For,False,1,robot,3,False,False,robot_stimuli\L_Torso_X_For.mp4,10,,,,,,,,,0,396,396,396,,,,,,,,,,,,,3723.4971408,3724.5841441000002,,,,,,,3728.2345642,3728.2345642,3728.2345642,3728.2345642,3728.2345642,3728.2345642,3728.2345642,3728.2345642,None,None,None,,,,,,,,,,,3723.4971408,3723.4971408,None,,3724.5841441000002,3724.5841441000002,n,3.0437362999998356,3723.4971408,3723.4971408,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
R_Arm_Z_For,False,1,robot,3,False,False,robot_stimuli\R_Arm_Z_For.mp4,10,,,,,,,,,0,397,397,397,,,,,,,,,,,,,3728.2345642,3729.3109725000004,,,,,,,3732.9508871000003,3732.9508871000003,3732.9508871000003,3732.9508871000003,3732.9508871000003,3732.9508871000003,3732.9508871000003,3732.9508871000003,None,None,None,,,,,,,,,,,3728.2345642,3728.2345642,None,,3729.3109725000004,3729.3109725000004,n,1.7323057999999207,3728.2345642,3728.2345642,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
R_Arm_Z_For,True,1,robot,3,False,False,robot_stimuli\R_Arm_Z_For.mp4,10,,,,,,,,,0,398,398,398,,,,,,,,,,,,,3732.9508871000003,3734.0294911,,,,,,,3737.6786292,3737.6786292,3737.6786292,3737.6786292,3737.6786292,3737.6786292,3737.6786292,3737.6786292,None,None,None,,,,,,,,,,,3732.9508871000003,3732.9508871000003,None,,3734.0294911,3734.0294911,n,2.556894299999584,3732.9508871000003,3732.9508871000003,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
L_Base_X_For,False,1,robot,3,False,True,robot_stimuli\L_Base_X_For.mp4,10,,,,,,,,,0,399,399,399,,,,,,,,,,,,,3737.6786292,3738.7629845,,,,,,,3742.3770946000004,3756.5068958,3742.3770946000004,3756.5068958,3742.3770946000004,3756.5068958,3742.3770946000004,3756.5068958,25.370370370370367,9.173810799999956,space,,,,14.05796439999969,,,,,,,3737.6786292,3737.6786292,None,,3738.7629845,3738.7629845,n,1.1594075999998665,3737.6786292,3737.6786292,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
R_Arm_Z_Back,False,3,robot,3,True,False,robot_stimuli\R_Arm_Z_Back.mp4,10,,,,,,,,,0,400,400,400,,,,,,,,,,,,,3773.9342299,3775.0158866,,,,,,,3778.6621320000004,3778.6621320000004,3778.6621320000004,3778.6621320000004,3778.6621320000004,3778.6621320000004,3778.6621320000004,3778.6621320000004,None,None,None,,,,,,,,,,,3756.5068958,3756.5068958,space,17.40847430000005,3775.0158866,3775.0158866,n,1.395589200000103,,,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
L_Base_Z_For,False,3,robot,3,False,False,robot_stimuli\L_Base_Z_For.mp4,10,,,,,,,,,0,401,401,401,,,,,,,,,,,,,3778.6621320000004,3779.7470704,,,,,,,3783.3973118000004,3783.3973118000004,3783.3973118000004,3783.3973118000004,3783.3973118000004,3783.3973118000004,3783.3973118000004,3783.3973118000004,None,None,None,,,,,,,,,,,3778.6621320000004,3778.6621320000004,None,,3779.7470704,3779.7470704,n,1.9368291999996643,3778.6621320000004,3778.6621320000004,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
L_Arm_X_Back,False,3,robot,3,False,False,robot_stimuli\L_Arm_X_Back.mp4,10,,,,,,,,,0,402,402,402,,,,,,,,,,,,,3783.3973118000004,3784.4828917,,,,,,,3788.1327263000003,3788.1327263000003,3788.1327263000003,3788.1327263000003,3788.1327263000003,3788.1327263000003,3788.1327263000003,3788.1327263000003,None,None,None,,,,,,,,,,,3783.3973118000004,3783.3973118000004,None,,3784.4828917,3784.4828917,n,2.9206349999996917,3783.3973118000004,3783.3973118000004,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
L_Torso_Z_For,False,3,robot,3,False,False,robot_stimuli\L_Torso_Z_For.mp4,10,,,,,,,,,0,403,403,403,,,,,,,,,,,,,3788.1327263000003,3789.2134276,,,,,,,3792.8631783,3792.8631783,3792.8631783,3792.8631783,3792.8631783,3792.8631783,3792.8631783,3792.8631783,None,None,None,,,,,,,,,,,3788.1327263000003,3788.1327263000003,None,,3789.2134276,3789.2134276,n,1.8292963999999472,3788.1327263000003,3788.1327263000003,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
L_Torso_X_For,False,3,robot,3,False,False,robot_stimuli\L_Torso_X_For.mp4,10,,,,,,,,,0,404,404,404,,,,,,,,,,,,,3792.8631783,3793.9445296000004,,,,,,,3797.5841373000003,3797.5841373000003,3797.5841373000003,3797.5841373000003,3797.5841373000003,3797.5841373000003,3797.5841373000003,3797.5841373000003,None,None,None,,,,,,,,,,,3792.8631783,3792.8631783,None,,3793.9445296000004,3793.9445296000004,n,2.5220735999998567,3792.8631783,3792.8631783,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
L_Arm_X_Back,True,3,robot,3,False,False,robot_stimuli\L_Arm_X_Back.mp4,10,,,,,,,,,0,405,405,405,,,,,,,,,,,,,3797.5841373000003,3798.6606008000003,,,,,,,3802.2996646,3802.2996646,3802.2996646,3802.2996646,3802.2996646,3802.2996646,3802.2996646,3802.2996646,None,None,None,,,,,,,,,,,3797.5841373000003,3797.5841373000003,None,,3798.6606008000003,3798.6606008000003,c,2.622990999999928,3797.5841373000003,3797.5841373000003,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
R_Torso_X_For,False,3,robot,3,False,False,robot_stimuli\R_Torso_X_For.mp4,10,,,,,,,,,0,406,406,406,,,,,,,,,,,,,3802.2996646,3803.3784151,,,,,,,3807.0295054000003,3807.0295054000003,3807.0295054000003,3807.0295054000003,3807.0295054000003,3807.0295054000003,3807.0295054000003,3807.0295054000003,None,None,None,,,,,,,,,,,3802.2996646,3802.2996646,None,,3803.3784151,3803.3784151,n,2.2157782000001305,3802.2996646,3802.2996646,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
L_Torso_Y_Back,False,3,robot,3,False,False,robot_stimuli\L_Torso_Y_Back.mp4,10,,,,,,,,,0,407,407,407,,,,,,,,,,,,,3807.0295054000003,3808.1139534000004,,,,,,,3811.6293501,3811.6293501,3811.6293501,3811.6293501,3811.6293501,3811.6293501,3811.6293501,3811.6293501,None,None,None,,,,,,,,,,,3807.0295054000003,3807.0295054000003,None,,3808.1139534000004,3808.1139534000004,n,2.240781199999873,3807.0295054000003,3807.0295054000003,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
R_Arm_Y_Back,False,3,robot,3,False,False,robot_stimuli\R_Arm_Y_Back.mp4,10,,,,,,,,,0,408,408,408,,,,,,,,,,,,,3811.6293501,3812.7121927000003,,,,,,,3816.3415360000004,3816.3415360000004,3816.3415360000004,3816.3415360000004,3816.3415360000004,3816.3415360000004,3816.3415360000004,3816.3415360000004,None,None,None,,,,,,,,,,,3811.6293501,3811.6293501,None,,3812.7121927000003,3812.7121927000003,n,2.8026238999998156,3811.6293501,3811.6293501,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
L_Base_Y_Back,False,3,robot,3,False,False,robot_stimuli\L_Base_Y_Back.mp4,10,,,,,,,,,0,409,409,409,,,,,,,,,,,,,3816.3415360000004,3817.4284567,,,,,,,3821.0011203000004,3821.0011203000004,3821.0011203000004,3821.0011203000004,3821.0011203000004,3821.0011203000004,3821.0011203000004,3821.0011203000004,None,None,None,,,,,,,,,,,3816.3415360000004,3816.3415360000004,None,,3817.4284567,3817.4284567,n,2.269662299999908,3816.3415360000004,3816.3415360000004,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
L_Torso_Y_Back,True,3,robot,3,False,False,robot_stimuli\L_Torso_Y_Back.mp4,10,,,,,,,,,0,410,410,410,,,,,,,,,,,,,3821.0011203000004,3822.0788860000002,,,,,,,3825.5751998,3825.5751998,3825.5751998,3825.5751998,3825.5751998,3825.5751998,3825.5751998,3825.5751998,None,None,None,,,,,,,,,,,3821.0011203000004,3821.0011203000004,None,,3822.0788860000002,3822.0788860000002,c,2.500070499999964,3821.0011203000004,3821.0011203000004,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
R_Arm_Z_For,False,3,robot,3,False,False,robot_stimuli\R_Arm_Z_For.mp4,10,,,,,,,,,0,411,411,411,,,,,,,,,,,,,3825.5751998,3826.6614547000004,,,,,,,3830.292514,3830.292514,3830.292514,3830.292514,3830.292514,3830.292514,3830.292514,3830.292514,None,None,None,,,,,,,,,,,3825.5751998,3825.5751998,None,,3826.6614547000004,3826.6614547000004,n,2.7259679999999378,3825.5751998,3825.5751998,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
L_Base_Y_Back,True,3,robot,3,False,False,robot_stimuli\L_Base_Y_Back.mp4,10,,,,,,,,,0,412,412,412,,,,,,,,,,,,,3830.292514,3831.3819532,,,,,,,3834.9652167000004,3834.9652167000004,3834.9652167000004,3834.9652167000004,3834.9652167000004,3834.9652167000004,3834.9652167000004,3834.9652167000004,None,None,None,,,,,,,,,,,3830.292514,3830.292514,None,,3831.3819532,3831.3819532,c,2.901767999999919,3830.292514,3830.292514,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
R_Base_Z_For,False,3,robot,3,False,False,robot_stimuli\R_Base_Z_For.mp4,10,,,,,,,,,0,413,413,413,,,,,,,,,,,,,3834.9652167000004,3836.04471,,,,,,,3839.6814915,3839.6814915,3839.6814915,3839.6814915,3839.6814915,3839.6814915,3839.6814915,3839.6814915,None,None,None,,,,,,,,,,,3834.9652167000004,3834.9652167000004,None,,3836.04471,3836.04471,n,2.2939486000002205,3834.9652167000004,3834.9652167000004,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
L_Base_X_Back,False,3,robot,3,False,False,robot_stimuli\L_Base_X_Back.mp4,10,,,,,,,,,0,414,414,414,,,,,,,,,,,,,3839.6814915,3840.7618402000003,,,,,,,3844.3676423,3844.3676423,3844.3676423,3844.3676423,3844.3676423,3844.3676423,3844.3676423,3844.3676423,None,None,None,,,,,,,,,,,3839.6814915,3839.6814915,None,,3840.7618402000003,3840.7618402000003,n,2.144118200000065,3839.6814915,3839.6814915,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
L_Torso_Z_For,False,3,robot,3,False,False,robot_stimuli\L_Torso_Z_For.mp4,10,,,,,,,,,0,415,415,415,,,,,,,,,,,,,3844.3676423,3845.4451157000003,,,,,,,3849.0762872,3849.0762872,3849.0762872,3849.0762872,3849.0762872,3849.0762872,3849.0762872,3849.0762872,None,None,None,,,,,,,,,,,3844.3676423,3844.3676423,None,,3845.4451157000003,3845.4451157000003,n,2.4614699999999345,3844.3676423,3844.3676423,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
R_Base_Z_For,True,3,robot,3,False,False,robot_stimuli\R_Base_Z_For.mp4,10,,,,,,,,,0,416,416,416,,,,,,,,,,,,,3849.0762872,3850.1622345,,,,,,,3853.8015437000004,3853.8015437000004,3853.8015437000004,3853.8015437000004,3853.8015437000004,3853.8015437000004,3853.8015437000004,3853.8015437000004,None,None,None,,,,,,,,,,,3849.0762872,3849.0762872,None,,3850.1622345,3850.1622345,n,2.8083976000000064,3849.0762872,3849.0762872,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
L_Base_X_Back,True,3,robot,3,False,False,robot_stimuli\L_Base_X_Back.mp4,10,,,,,,,,,0,417,417,417,,,,,,,,,,,,,3853.8015437000004,3854.8792564,,,,,,,3858.475596,3858.475596,3858.475596,3858.475596,3858.475596,3858.475596,3858.475596,3858.475596,None,None,None,,,,,,,,,,,3853.8015437000004,3853.8015437000004,None,,3854.8792564,3854.8792564,c,2.484120399999682,3853.8015437000004,3853.8015437000004,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
L_Torso_X_For,False,3,robot,3,False,False,robot_stimuli\L_Torso_X_For.mp4,10,,,,,,,,,0,418,418,418,,,,,,,,,,,,,3858.475596,3859.5647084,,,,,,,3863.2139065,3863.2139065,3863.2139065,3863.2139065,3863.2139065,3863.2139065,3863.2139065,3863.2139065,None,None,None,,,,,,,,,,,3858.475596,3858.475596,None,,3859.5647084,3859.5647084,n,2.61332030000014,3858.475596,3858.475596,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
L_Arm_Z_For,False,3,robot,3,False,False,robot_stimuli\L_Arm_Z_For.mp4,10,,,,,,,,,0,419,419,419,,,,,,,,,,,,,3863.2139065,3864.297633,,,,,,,3867.9476455000004,3867.9476455000004,3867.9476455000004,3867.9476455000004,3867.9476455000004,3867.9476455000004,3867.9476455000004,3867.9476455000004,None,None,None,,,,,,,,,,,3863.2139065,3863.2139065,None,,3864.297633,3864.297633,n,1.7284050999998897,3863.2139065,3863.2139065,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
R_Arm_X_For,False,3,robot,3,False,False,robot_stimuli\R_Arm_X_For.mp4,10,,,,,,,,,0,420,420,420,,,,,,,,,,,,,3867.9476455000004,3869.0268285,,,,,,,3872.6630898000003,3872.6630898000003,3872.6630898000003,3872.6630898000003,3872.6630898000003,3872.6630898000003,3872.6630898000003,3872.6630898000003,None,None,None,,,,,,,,,,,3867.9476455000004,3867.9476455000004,None,,3869.0268285,3869.0268285,n,2.584692300000114,3867.9476455000004,3867.9476455000004,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
R_Arm_X_For,False,3,robot,3,False,False,robot_stimuli\R_Arm_X_For.mp4,10,,,,,,,,,0,421,421,421,,,,,,,,,,,,,3872.6630898000003,3873.7571474,,,,,,,3877.4004039,3877.4004039,3877.4004039,3877.4004039,3877.4004039,3877.4004039,3877.4004039,3877.4004039,None,None,None,,,,,,,,,,,3872.6630898000003,3872.6630898000003,None,,3873.7571474,3873.7571474,n,2.797409299999998,3872.6630898000003,3872.6630898000003,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
R_Base_Y_For,False,3,robot,3,False,False,robot_stimuli\R_Base_Y_For.mp4,10,,,,,,,,,0,422,422,422,,,,,,,,,,,,,3877.4004039,3878.4939432,,,,,,,3882.1341107000003,3882.1341107000003,3882.1341107000003,3882.1341107000003,3882.1341107000003,3882.1341107000003,3882.1341107000003,3882.1341107000003,None,None,None,,,,,,,,,,,3877.4004039,3877.4004039,None,,3878.4939432,3878.4939432,n,2.2216710999998384,3877.4004039,3877.4004039,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
R_Arm_X_For,True,3,robot,3,False,False,robot_stimuli\R_Arm_X_For.mp4,10,,,,,,,,,0,423,423,423,,,,,,,,,,,,,3882.1341107000003,3883.213952,,,,,,,3886.864586,3886.864586,3886.864586,3886.864586,3886.864586,3886.864586,3886.864586,3886.864586,None,None,None,,,,,,,,,,,3882.1341107000003,3882.1341107000003,None,,3883.213952,3883.213952,c,2.0605118999999092,3882.1341107000003,3882.1341107000003,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
L_Arm_Y_For,False,3,robot,3,False,False,robot_stimuli\L_Arm_Y_For.mp4,10,,,,,,,,,0,424,424,424,,,,,,,,,,,,,3886.864586,3887.9492146000002,,,,,,,3891.5991647000005,3891.5991647000005,3891.5991647000005,3891.5991647000005,3891.5991647000005,3891.5991647000005,3891.5991647000005,3891.5991647000005,None,None,None,,,,,,,,,,,3886.864586,3886.864586,None,,3887.9492146000002,3887.9492146000002,n,2.396712199999655,3886.864586,3886.864586,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
R_Torso_Y_For,False,3,robot,3,False,False,robot_stimuli\R_Torso_Y_For.mp4,10,,,,,,,,,0,425,425,425,,,,,,,,,,,,,3891.5991647000005,3892.6792398000002,,,,,,,3896.3292229000003,3896.3292229000003,3896.3292229000003,3896.3292229000003,3896.3292229000003,3896.3292229000003,3896.3292229000003,3896.3292229000003,None,None,None,,,,,,,,,,,3891.5991647000005,3891.5991647000005,None,,3892.6792398000002,3892.6792398000002,n,2.747518299999882,3891.5991647000005,3891.5991647000005,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
R_Head_Y_Back,False,3,robot,3,False,False,robot_stimuli\R_Head_Y_Back.mp4,10,,,,,,,,,0,426,426,426,,,,,,,,,,,,,3896.3292229000003,3897.4118377,,,,,,,3901.0517528000005,3901.0517528000005,3901.0517528000005,3901.0517528000005,3901.0517528000005,3901.0517528000005,3901.0517528000005,3901.0517528000005,None,None,None,,,,,,,,,,,3896.3292229000003,3896.3292229000003,None,,3897.4118377,3897.4118377,n,3.1521333000002585,3896.3292229000003,3896.3292229000003,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
R_Head_Z_For,False,3,robot,3,False,False,robot_stimuli\R_Head_Z_For.mp4,10,,,,,,,,,0,427,427,427,,,,,,,,,,,,,3901.0517528000005,3902.1271593000006,,,,,,,3905.7701133000005,3905.7701133000005,3905.7701133000005,3905.7701133000005,3905.7701133000005,3905.7701133000005,3905.7701133000005,3905.7701133000005,None,None,None,,,,,,,,,,,3901.0517528000005,3901.0517528000005,None,,3902.1271593000006,3902.1271593000006,n,2.2208324000004893,3901.0517528000005,3901.0517528000005,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
R_Arm_Z_For,False,3,robot,3,False,False,robot_stimuli\R_Arm_Z_For.mp4,10,,,,,,,,,0,428,428,428,,,,,,,,,,,,,3905.7701133000005,,,,,,,,3910.5153487000002,3910.5153487000002,3910.5153487000002,3910.5153487000002,3910.5153487000002,3910.5153487000002,3910.5153487000002,3910.5153487000002,None,None,None,,,,,,,,,,,3905.7701133000005,3905.7701133000005,None,,3906.8761439000004,3906.8761439000004,n,2.790775499999853,3905.7701133000005,3905.7701133000005,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
L_Torso_Z_Back,False,3,robot,3,False,False,robot_stimuli\L_Torso_Z_Back.mp4,10,,,,,,,,,0,429,429,429,,,,,,,,,,,,,3910.5153487000002,3911.5962538999997,,,,,,,3915.1123611,3915.1123611,3915.1123611,3915.1123611,3915.1123611,3915.1123611,3915.1123611,3915.1123611,None,None,None,,,,,,,,,,,3910.5153487000002,3910.5153487000002,None,,3911.5962538999997,3911.5962538999997,n,2.101979499999487,3910.5153487000002,3910.5153487000002,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
L_Head_Y_For,False,3,robot,3,False,False,robot_stimuli\L_Head_Y_For.mp4,10,,,,,,,,,0,430,430,430,,,,,,,,,,,,,3915.1123611,3916.196526,,,,,,,3919.8473141,3919.8473141,3919.8473141,3919.8473141,3919.8473141,3919.8473141,3919.8473141,3919.8473141,None,None,None,,,,,,,,,,,3915.1123611,3915.1123611,None,,3916.196526,3916.196526,n,2.079023600000454,3915.1123611,3915.1123611,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
R_Arm_Z_For,True,3,robot,3,False,False,robot_stimuli\R_Arm_Z_For.mp4,10,,,,,,,,,0,431,431,431,,,,,,,,,,,,,3919.8473141,3920.9278084000002,,,,,,,3924.5676571,3924.5676571,3924.5676571,3924.5676571,3924.5676571,3924.5676571,3924.5676571,3924.5676571,None,None,None,,,,,,,,,,,3919.8473141,3919.8473141,None,,3920.9278084000002,3920.9278084000002,c,2.9395292000001234,3919.8473141,3919.8473141,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
L_Torso_Z_Back,True,3,robot,3,False,False,robot_stimuli\L_Torso_Z_Back.mp4,10,,,,,,,,,0,432,432,432,,,,,,,,,,,,,3924.5676571,3925.6460461,,,,,,,3929.1509514000004,3929.1509514000004,3929.1509514000004,3929.1509514000004,3929.1509514000004,3929.1509514000004,3929.1509514000004,3929.1509514000004,None,None,None,,,,,,,,,,,3924.5676571,3924.5676571,None,,3925.6460461,3925.6460461,c,2.1567440999999405,3924.5676571,3924.5676571,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
L_Torso_X_Back,False,3,robot,3,False,False,robot_stimuli\L_Torso_X_Back.mp4,10,,,,,,,,,0,433,433,433,,,,,,,,,,,,,3929.1509514000004,3930.2291744,,,,,,,3933.8840188,3933.8840188,3933.8840188,3933.8840188,3933.8840188,3933.8840188,3933.8840188,3933.8840188,None,None,None,,,,,,,,,,,3929.1509514000004,3929.1509514000004,None,,3930.2291744,3930.2291744,n,2.838230200000197,3929.1509514000004,3929.1509514000004,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
L_Head_Z_For,False,3,robot,3,False,False,robot_stimuli\L_Head_Z_For.mp4,10,,,,,,,,,0,434,434,434,,,,,,,,,,,,,3933.8840188,3934.9769874,,,,,,,3938.6155653,3938.6155653,3938.6155653,3938.6155653,3938.6155653,3938.6155653,3938.6155653,3938.6155653,None,None,None,,,,,,,,,,,3933.8840188,3933.8840188,None,,3934.9769874,3934.9769874,c,2.71367630000006,3933.8840188,3933.8840188,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
R_Base_X_Back,False,3,robot,3,False,False,robot_stimuli\R_Base_X_Back.mp4,10,,,,,,,,,0,435,435,435,,,,,,,,,,,,,3938.6155653,3939.6954044,,,,,,,3943.3337704,3943.3337704,3943.3337704,3943.3337704,3943.3337704,3943.3337704,3943.3337704,3943.3337704,None,None,None,,,,,,,,,,,3938.6155653,3938.6155653,None,,3939.6954044,3939.6954044,n,3.243993700000118,3938.6155653,3938.6155653,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
R_Base_Y_Back,False,3,robot,3,False,False,robot_stimuli\R_Base_Y_Back.mp4,10,,,,,,,,,0,436,436,436,,,,,,,,,,,,,3943.3337704,3944.4130357999998,,,,,,,3948.0632259999998,3948.0632259999998,3948.0632259999998,3948.0632259999998,3948.0632259999998,3948.0632259999998,3948.0632259999998,3948.0632259999998,None,None,None,,,,,,,,,,,3943.3337704,3943.3337704,None,,3944.4130357999998,3944.4130357999998,n,3.3749156000005485,3943.3337704,3943.3337704,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
L_Arm_Z_Back,False,3,robot,3,False,False,robot_stimuli\L_Arm_Z_Back.mp4,10,,,,,,,,,0,437,437,437,,,,,,,,,,,,,3948.0632259999998,3949.1471899000003,,,,,,,3952.7979621,3952.7979621,3952.7979621,3952.7979621,3952.7979621,3952.7979621,3952.7979621,3952.7979621,None,None,None,,,,,,,,,,,3948.0632259999998,3948.0632259999998,None,,3949.1471899000003,3949.1471899000003,n,3.5919691000001137,3948.0632259999998,3948.0632259999998,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
R_Base_X_Back,True,3,robot,3,False,False,robot_stimuli\R_Base_X_Back.mp4,10,,,,,,,,,0,438,438,438,,,,,,,,,,,,,3952.7979621,3953.8800897000006,,,,,,,3957.5312183,3957.5312183,3957.5312183,3957.5312183,3957.5312183,3957.5312183,3957.5312183,3957.5312183,None,None,None,,,,,,,,,,,3952.7979621,3952.7979621,None,,3953.8800897000006,3953.8800897000006,c,2.6740603000000362,3952.7979621,3952.7979621,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
