sequence,is_target,condition,stimuli,block,is_block_beginning,is_block_ending,fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_robot_intro_text.started,training_robot_intro_key.started,training_robot_intro_key.keys,training_robot_intro_key.rt,cross.started,cross.stopped,training_letter.started,training_robot_key.started,training_robot_question.started,training_robot_keys.started,training_letter.stopped,training_robot_key.keys,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_robot_intro_text.stopped,training_robot_intro_key.stopped,training_robot_key.rt,RSME_key.rt,training_robot_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,letter.started,key.started,letter.stopped,key.keys,block_intro_text.stopped,block_intro_key.stopped,key.rt,movie.started,participant,session,date,expName,psychopyVersion,frameRate,Unnamed: 80
L_Base_Y_For,False,1.0,robot,4.0,False,False,robot_stimuli\L_Base_Y_For.mp4,12.0,,,,,,,,,0.0,501.0,501.0,501.0,,,,,,,,,,,,,303.2861793999982,304.3698751999982,,,,,,,307.92318610000075,307.92318610000075,307.92318610000075,307.92318610000075,307.92318610000075,307.92318610000075,307.92318610000075,307.92318610000075,None,None,None,,,,,,,,,,,303.2861793999982,303.2861793999982,None,,,304.3698751999982,,n,303.2861793999982,303.2861793999982,2.130447700001241,304.3698751999982,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Torso_Z_For,False,1.0,robot,4.0,False,False,robot_stimuli\R_Torso_Z_For.mp4,12.0,,,,,,,,,0.0,502.0,502.0,502.0,,,,,,,,,,,,,307.92318610000075,309.0019796000015,,,,,,,312.651259899998,312.651259899998,312.651259899998,312.651259899998,312.651259899998,312.651259899998,312.651259899998,312.651259899998,None,None,None,,,,,,,,,,,307.92318610000075,307.92318610000075,None,,,309.0019796000015,,n,307.92318610000075,307.92318610000075,1.178266099999746,309.0019796000015,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Base_X_For,False,1.0,robot,4.0,False,False,robot_stimuli\L_Base_X_For.mp4,12.0,,,,,,,,,0.0,503.0,503.0,503.0,,,,,,,,,,,,,312.651259899998,313.7353054000014,,,,,,,317.30138200000147,317.30138200000147,317.30138200000147,317.30138200000147,317.30138200000147,317.30138200000147,317.30138200000147,317.30138200000147,None,None,None,,,,,,,,,,,312.651259899998,312.651259899998,None,,,313.7353054000014,,n,312.651259899998,312.651259899998,1.740770500000508,313.7353054000014,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Torso_X_For,False,1.0,robot,4.0,False,False,robot_stimuli\R_Torso_X_For.mp4,12.0,,,,,,,,,0.0,504.0,504.0,504.0,,,,,,,,,,,,,317.30138200000147,318.39809239999886,,,,,,,322.0412956,322.0412956,322.0412956,322.0412956,322.0412956,322.0412956,322.0412956,322.0412956,None,None,None,,,,,,,,,,,317.30138200000147,317.30138200000147,None,,,318.39809239999886,,n,317.30138200000147,317.30138200000147,0.8708287999979802,318.39809239999886,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Head_Z_For,False,1.0,robot,4.0,False,False,robot_stimuli\L_Head_Z_For.mp4,12.0,,,,,,,,,0.0,505.0,505.0,505.0,,,,,,,,,,,,,322.0412956,323.13262609999947,,,,,,,326.7728376999985,326.7728376999985,326.7728376999985,326.7728376999985,326.7728376999985,326.7728376999985,326.7728376999985,326.7728376999985,None,None,None,,,,,,,,,,,322.0412956,322.0412956,None,,,323.13262609999947,,n,322.0412956,322.0412956,1.0327986999982386,323.13262609999947,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Head_Z_For,True,1.0,robot,4.0,False,False,robot_stimuli\L_Head_Z_For.mp4,12.0,,,,,,,,,0.0,506.0,506.0,506.0,,,,,,,,,,,,,326.7728376999985,327.8473731999984,,,,,,,331.489995699998,331.489995699998,331.489995699998,331.489995699998,331.489995699998,331.489995699998,331.489995699998,331.489995699998,None,None,None,,,,,,,,,,,326.7728376999985,326.7728376999985,None,,,327.8473731999984,,c,326.7728376999985,326.7728376999985,1.8927732999982247,327.8473731999984,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Head_Y_Back,False,1.0,robot,4.0,False,False,robot_stimuli\L_Head_Y_Back.mp4,12.0,,,,,,,,,0.0,507.0,507.0,507.0,,,,,,,,,,,,,331.489995699998,332.571198499998,,,,,,,336.22061739999845,336.22061739999845,336.22061739999845,336.22061739999845,336.22061739999845,336.22061739999845,336.22061739999845,336.22061739999845,None,None,None,,,,,,,,,,,331.489995699998,331.489995699998,None,,,332.571198499998,,n,331.489995699998,331.489995699998,2.170131199996831,332.571198499998,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Head_X_Back,False,1.0,robot,4.0,False,False,robot_stimuli\R_Head_X_Back.mp4,12.0,,,,,,,,,0.0,508.0,508.0,508.0,,,,,,,,,,,,,336.22061739999845,337.30247139999847,,,,,,,340.9558864999999,340.9558864999999,340.9558864999999,340.9558864999999,340.9558864999999,340.9558864999999,340.9558864999999,340.9558864999999,None,None,None,,,,,,,,,,,336.22061739999845,336.22061739999845,None,,,337.30247139999847,,n,336.22061739999845,336.22061739999845,1.6458334999988438,337.30247139999847,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Torso_X_Back,False,1.0,robot,4.0,False,False,robot_stimuli\R_Torso_X_Back.mp4,12.0,,,,,,,,,0.0,509.0,509.0,509.0,,,,,,,,,,,,,340.9558864999999,342.05211169999893,,,,,,,345.704563299998,345.704563299998,345.704563299998,345.704563299998,345.704563299998,345.704563299998,345.704563299998,345.704563299998,None,None,None,,,,,,,,,,,340.9558864999999,340.9558864999999,None,,,342.05211169999893,,n,340.9558864999999,340.9558864999999,0.8727125000004889,342.05211169999893,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Torso_X_Back,True,1.0,robot,4.0,False,False,robot_stimuli\R_Torso_X_Back.mp4,12.0,,,,,,,,,0.0,510.0,510.0,510.0,,,,,,,,,,,,,345.704563299998,346.7960955999988,,,,,,,350.43677449999814,350.43677449999814,350.43677449999814,350.43677449999814,350.43677449999814,350.43677449999814,350.43677449999814,350.43677449999814,None,None,None,,,,,,,,,,,345.704563299998,345.704563299998,None,,,346.7960955999988,,c,345.704563299998,345.704563299998,2.041613500001404,346.7960955999988,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Torso_Y_For,False,1.0,robot,4.0,False,False,robot_stimuli\L_Torso_Y_For.mp4,12.0,,,,,,,,,0.0,511.0,511.0,511.0,,,,,,,,,,,,,350.43677449999814,351.520161299999,,,,,,,355.1735637999991,355.1735637999991,355.1735637999991,355.1735637999991,355.1735637999991,355.1735637999991,355.1735637999991,355.1735637999991,None,None,None,,,,,,,,,,,350.43677449999814,350.43677449999814,None,,,351.520161299999,,n,350.43677449999814,350.43677449999814,1.1250954999995884,351.520161299999,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Torso_Y_For,True,1.0,robot,4.0,False,False,robot_stimuli\L_Torso_Y_For.mp4,12.0,,,,,,,,,0.0,512.0,512.0,512.0,,,,,,,,,,,,,355.1735637999991,356.24954309999885,,,,,,,359.8900939999985,359.8900939999985,359.8900939999985,359.8900939999985,359.8900939999985,359.8900939999985,359.8900939999985,359.8900939999985,None,None,None,,,,,,,,,,,355.1735637999991,355.1735637999991,None,,,356.24954309999885,,c,355.1735637999991,355.1735637999991,1.6045541999992563,356.24954309999885,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Torso_Y_For,True,1.0,robot,4.0,False,False,robot_stimuli\L_Torso_Y_For.mp4,12.0,,,,,,,,,0.0,513.0,513.0,513.0,,,,,,,,,,,,,359.8900939999985,360.966595599999,,,,,,,364.60747529999935,364.60747529999935,364.60747529999935,364.60747529999935,364.60747529999935,364.60747529999935,364.60747529999935,364.60747529999935,None,None,None,,,,,,,,,,,359.8900939999985,359.8900939999985,None,,,360.966595599999,,c,359.8900939999985,359.8900939999985,1.767082099999243,360.966595599999,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Arm_X_Back,False,1.0,robot,4.0,False,False,robot_stimuli\R_Arm_X_Back.mp4,12.0,,,,,,,,,0.0,514.0,514.0,514.0,,,,,,,,,,,,,364.60747529999935,365.6854228000011,,,,,,,369.3347574,369.3347574,369.3347574,369.3347574,369.3347574,369.3347574,369.3347574,369.3347574,None,None,None,,,,,,,,,,,364.60747529999935,364.60747529999935,None,,,365.6854228000011,,n,364.60747529999935,364.60747529999935,1.359399699998903,365.6854228000011,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Torso_Z_For,False,1.0,robot,4.0,False,False,robot_stimuli\R_Torso_Z_For.mp4,12.0,,,,,,,,,0.0,515.0,515.0,515.0,,,,,,,,,,,,,369.3347574,370.41945359999954,,,,,,,374.0697473,374.0697473,374.0697473,374.0697473,374.0697473,374.0697473,374.0697473,374.0697473,None,None,None,,,,,,,,,,,369.3347574,369.3347574,None,,,370.41945359999954,,n,369.3347574,369.3347574,1.9300316000008024,370.41945359999954,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Head_Y_For,False,1.0,robot,4.0,False,False,robot_stimuli\L_Head_Y_For.mp4,12.0,,,,,,,,,0.0,516.0,516.0,516.0,,,,,,,,,,,,,374.0697473,375.15212109999993,,,,,,,378.8039984999996,378.8039984999996,378.8039984999996,378.8039984999996,378.8039984999996,378.8039984999996,378.8039984999996,378.8039984999996,None,None,None,,,,,,,,,,,374.0697473,374.0697473,None,,,375.15212109999993,,n,374.0697473,374.0697473,0.7733096999982081,375.15212109999993,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Base_Z_For,False,1.0,robot,4.0,False,False,robot_stimuli\R_Base_Z_For.mp4,12.0,,,,,,,,,0.0,517.0,517.0,517.0,,,,,,,,,,,,,378.8039984999996,379.8853404000001,,,,,,,383.5358105000014,383.5358105000014,383.5358105000014,383.5358105000014,383.5358105000014,383.5358105000014,383.5358105000014,383.5358105000014,None,None,None,,,,,,,,,,,378.8039984999996,378.8039984999996,None,,,379.8853404000001,,n,378.8039984999996,378.8039984999996,0.991384900000412,379.8853404000001,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Head_Z_For,False,1.0,robot,4.0,False,False,robot_stimuli\L_Head_Z_For.mp4,12.0,,,,,,,,,0.0,518.0,518.0,518.0,,,,,,,,,,,,,383.5358105000014,384.6240347999992,,,,,,,388.2746803000009,388.2746803000009,388.2746803000009,388.2746803000009,388.2746803000009,388.2746803000009,388.2746803000009,388.2746803000009,None,None,None,,,,,,,,,,,383.5358105000014,383.5358105000014,None,,,384.6240347999992,,n,383.5358105000014,383.5358105000014,0.8367508000010275,384.6240347999992,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Torso_Y_For,False,1.0,robot,4.0,False,False,robot_stimuli\R_Torso_Y_For.mp4,12.0,,,,,,,,,0.0,519.0,519.0,519.0,,,,,,,,,,,,,388.2746803000009,389.3524394000015,,,,,,,393.0014506000007,393.0014506000007,393.0014506000007,393.0014506000007,393.0014506000007,393.0014506000007,393.0014506000007,393.0014506000007,None,None,None,,,,,,,,,,,388.2746803000009,388.2746803000009,None,,,389.3524394000015,,n,388.2746803000009,388.2746803000009,0.8526947999962431,389.3524394000015,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Torso_Y_For,True,1.0,robot,4.0,False,False,robot_stimuli\R_Torso_Y_For.mp4,12.0,,,,,,,,,0.0,520.0,520.0,520.0,,,,,,,,,,,,,393.0014506000007,394.083030400001,,,,,,,397.72333340000114,397.72333340000114,397.72333340000114,397.72333340000114,397.72333340000114,397.72333340000114,397.72333340000114,397.72333340000114,None,None,None,,,,,,,,,,,393.0014506000007,393.0014506000007,None,,,394.083030400001,,c,393.0014506000007,393.0014506000007,1.7930640000013227,394.083030400001,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Head_X_Back,False,1.0,robot,4.0,False,False,robot_stimuli\L_Head_X_Back.mp4,12.0,,,,,,,,,0.0,521.0,521.0,521.0,,,,,,,,,,,,,397.72333340000114,398.8018201999985,,,,,,,402.4405044000014,402.4405044000014,402.4405044000014,402.4405044000014,402.4405044000014,402.4405044000014,402.4405044000014,402.4405044000014,None,None,None,,,,,,,,,,,397.72333340000114,397.72333340000114,None,,,398.8018201999985,,n,397.72333340000114,397.72333340000114,0.7470096999968519,398.8018201999985,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Arm_Y_Back,False,1.0,robot,4.0,False,False,robot_stimuli\L_Arm_Y_Back.mp4,12.0,,,,,,,,,0.0,522.0,522.0,522.0,,,,,,,,,,,,,402.4405044000014,403.5187679999981,,,,,,,407.16972410000017,407.16972410000017,407.16972410000017,407.16972410000017,407.16972410000017,407.16972410000017,407.16972410000017,407.16972410000017,None,None,None,,,,,,,,,,,402.4405044000014,402.4405044000014,None,,,403.5187679999981,,n,402.4405044000014,402.4405044000014,1.0469904999990831,403.5187679999981,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Head_X_Back,False,1.0,robot,4.0,False,False,robot_stimuli\L_Head_X_Back.mp4,12.0,,,,,,,,,0.0,523.0,523.0,523.0,,,,,,,,,,,,,407.16972410000017,408.2527473999981,,,,,,,411.90158710000105,411.90158710000105,411.90158710000105,411.90158710000105,411.90158710000105,411.90158710000105,411.90158710000105,411.90158710000105,None,None,None,,,,,,,,,,,407.16972410000017,407.16972410000017,None,,,408.2527473999981,,n,407.16972410000017,407.16972410000017,0.872239800002717,408.2527473999981,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Torso_Y_Back,False,1.0,robot,4.0,False,False,robot_stimuli\L_Torso_Y_Back.mp4,12.0,,,,,,,,,0.0,524.0,524.0,524.0,,,,,,,,,,,,,411.90158710000105,412.98583000000144,,,,,,,416.5026319999997,416.5026319999997,416.5026319999997,416.5026319999997,416.5026319999997,416.5026319999997,416.5026319999997,416.5026319999997,None,None,None,,,,,,,,,,,411.90158710000105,411.90158710000105,None,,,412.98583000000144,,n,411.90158710000105,411.90158710000105,1.7550904999989143,412.98583000000144,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Base_X_For,False,1.0,robot,4.0,False,False,robot_stimuli\L_Base_X_For.mp4,12.0,,,,,,,,,0.0,525.0,525.0,525.0,,,,,,,,,,,,,416.5026319999997,417.58599289999984,,,,,,,421.1714050999981,421.1714050999981,421.1714050999981,421.1714050999981,421.1714050999981,421.1714050999981,421.1714050999981,421.1714050999981,None,None,None,,,,,,,,,,,416.5026319999997,416.5026319999997,None,,,417.58599289999984,,n,416.5026319999997,416.5026319999997,2.619527200000448,417.58599289999984,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Arm_Y_Back,False,1.0,robot,4.0,False,False,robot_stimuli\L_Arm_Y_Back.mp4,12.0,,,,,,,,,0.0,526.0,526.0,526.0,,,,,,,,,,,,,421.1714050999981,422.2514220000012,,,,,,,425.8824099999984,425.8824099999984,425.8824099999984,425.8824099999984,425.8824099999984,425.8824099999984,425.8824099999984,425.8824099999984,None,None,None,,,,,,,,,,,421.1714050999981,421.1714050999981,None,,,422.2514220000012,,n,421.1714050999981,421.1714050999981,0.970153099999152,422.2514220000012,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Arm_Z_Back,False,1.0,robot,4.0,False,False,robot_stimuli\R_Arm_Z_Back.mp4,12.0,,,,,,,,,0.0,527.0,527.0,527.0,,,,,,,,,,,,,425.8824099999984,426.96776350000073,,,,,,,430.6073504999986,430.6073504999986,430.6073504999986,430.6073504999986,430.6073504999986,430.6073504999986,430.6073504999986,430.6073504999986,None,None,None,,,,,,,,,,,425.8824099999984,425.8824099999984,None,,,426.96776350000073,,n,425.8824099999984,425.8824099999984,1.525142999998934,426.96776350000073,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Head_X_For,False,1.0,robot,4.0,False,False,robot_stimuli\R_Head_X_For.mp4,12.0,,,,,,,,,0.0,528.0,528.0,528.0,,,,,,,,,,,,,430.6073504999986,431.69159819999913,,,,,,,435.33336509999936,435.33336509999936,435.33336509999936,435.33336509999936,435.33336509999936,435.33336509999936,435.33336509999936,435.33336509999936,None,None,None,,,,,,,,,,,430.6073504999986,430.6073504999986,None,,,431.69159819999913,,n,430.6073504999986,430.6073504999986,1.1292580999979691,431.69159819999913,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Base_Z_For,False,1.0,robot,4.0,False,False,robot_stimuli\R_Base_Z_For.mp4,12.0,,,,,,,,,0.0,529.0,529.0,529.0,,,,,,,,,,,,,435.33336509999936,436.4274005000007,,,,,,,440.0682889999989,440.0682889999989,440.0682889999989,440.0682889999989,440.0682889999989,440.0682889999989,440.0682889999989,440.0682889999989,None,None,None,,,,,,,,,,,435.33336509999936,435.33336509999936,None,,,436.4274005000007,,n,435.33336509999936,435.33336509999936,1.3707116000005044,436.4274005000007,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Head_X_Back,False,1.0,robot,4.0,False,False,robot_stimuli\L_Head_X_Back.mp4,12.0,,,,,,,,,0.0,530.0,530.0,530.0,,,,,,,,,,,,,440.0682889999989,441.1513019000013,,,,,,,444.7906197000011,444.7906197000011,444.7906197000011,444.7906197000011,444.7906197000011,444.7906197000011,444.7906197000011,444.7906197000011,None,None,None,,,,,,,,,,,440.0682889999989,440.0682889999989,None,,,441.1513019000013,,n,440.0682889999989,440.0682889999989,1.1578412000017124,441.1513019000013,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Head_X_Back,True,1.0,robot,4.0,False,False,robot_stimuli\L_Head_X_Back.mp4,12.0,,,,,,,,,0.0,531.0,531.0,531.0,,,,,,,,,,,,,444.7906197000011,445.8643539000004,,,,,,,449.5052981999979,449.5052981999979,449.5052981999979,449.5052981999979,449.5052981999979,449.5052981999979,449.5052981999979,449.5052981999979,None,None,None,,,,,,,,,,,444.7906197000011,444.7906197000011,None,,,445.8643539000004,,c,444.7906197000011,444.7906197000011,1.7089251999968835,445.8643539000004,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Head_Y_For,False,1.0,robot,4.0,False,False,robot_stimuli\R_Head_Y_For.mp4,12.0,,,,,,,,,0.0,532.0,532.0,532.0,,,,,,,,,,,,,449.5052981999979,450.5835036999997,,,,,,,454.2239498999989,454.2239498999989,454.2239498999989,454.2239498999989,454.2239498999989,454.2239498999989,454.2239498999989,454.2239498999989,None,None,None,,,,,,,,,,,449.5052981999979,449.5052981999979,None,,,450.5835036999997,,n,449.5052981999979,449.5052981999979,1.7496274999975867,450.5835036999997,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Head_Y_For,True,1.0,robot,4.0,False,False,robot_stimuli\R_Head_Y_For.mp4,12.0,,,,,,,,,0.0,533.0,533.0,533.0,,,,,,,,,,,,,454.2239498999989,455.2992329000008,,,,,,,458.9396244999989,458.9396244999989,458.9396244999989,458.9396244999989,458.9396244999989,458.9396244999989,458.9396244999989,458.9396244999989,None,None,None,,,,,,,,,,,454.2239498999989,454.2239498999989,None,,,455.2992329000008,,c,454.2239498999989,454.2239498999989,2.4346047999970324,455.2992329000008,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Torso_Y_Back,False,1.0,robot,4.0,False,False,robot_stimuli\L_Torso_Y_Back.mp4,12.0,,,,,,,,,0.0,534.0,534.0,534.0,,,,,,,,,,,,,458.9396244999989,460.01868620000096,,,,,,,463.5352727999998,463.5352727999998,463.5352727999998,463.5352727999998,463.5352727999998,463.5352727999998,463.5352727999998,463.5352727999998,None,None,None,,,,,,,,,,,458.9396244999989,458.9396244999989,None,,,460.01868620000096,,n,458.9396244999989,458.9396244999989,0.7715734000012162,460.01868620000096,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Arm_Z_For,False,1.0,robot,4.0,False,False,robot_stimuli\R_Arm_Z_For.mp4,12.0,,,,,,,,,0.0,535.0,535.0,535.0,,,,,,,,,,,,,463.5352727999998,464.6167065000009,,,,,,,468.2572838000015,468.2572838000015,468.2572838000015,468.2572838000015,468.2572838000015,468.2572838000015,468.2572838000015,468.2572838000015,None,None,None,,,,,,,,,,,463.5352727999998,463.5352727999998,None,,,464.6167065000009,,n,463.5352727999998,463.5352727999998,1.1476248999970269,464.6167065000009,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Base_X_Back,False,1.0,robot,4.0,False,False,robot_stimuli\R_Base_X_Back.mp4,12.0,,,,,,,,,0.0,536.0,536.0,536.0,,,,,,,,,,,,,468.2572838000015,469.33350190000056,,,,,,,472.9732302000011,472.9732302000011,472.9732302000011,472.9732302000011,472.9732302000011,472.9732302000011,472.9732302000011,472.9732302000011,None,None,None,,,,,,,,,,,468.2572838000015,468.2572838000015,None,,,469.33350190000056,,n,468.2572838000015,468.2572838000015,2.014781400001084,469.33350190000056,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Arm_Y_For,False,1.0,robot,4.0,False,False,robot_stimuli\R_Arm_Y_For.mp4,12.0,,,,,,,,,0.0,537.0,537.0,537.0,,,,,,,,,,,,,472.9732302000011,474.0541955000008,,,,,,,477.5705570999999,477.5705570999999,477.5705570999999,477.5705570999999,477.5705570999999,477.5705570999999,477.5705570999999,477.5705570999999,None,None,None,,,,,,,,,,,472.9732302000011,472.9732302000011,None,,,474.0541955000008,,n,472.9732302000011,472.9732302000011,1.990093499996874,474.0541955000008,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Base_X_For,False,1.0,robot,4.0,False,False,robot_stimuli\R_Base_X_For.mp4,12.0,,,,,,,,,0.0,538.0,538.0,538.0,,,,,,,,,,,,,477.5705570999999,478.6523257000008,,,,,,,482.1817320999981,482.1817320999981,482.1817320999981,482.1817320999981,482.1817320999981,482.1817320999981,482.1817320999981,482.1817320999981,None,None,None,,,,,,,,,,,477.5705570999999,477.5705570999999,None,,,478.6523257000008,,n,477.5705570999999,477.5705570999999,2.065905700001167,478.6523257000008,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Torso_Y_Back,False,1.0,robot,4.0,False,False,robot_stimuli\L_Torso_Y_Back.mp4,12.0,,,,,,,,,0.0,539.0,539.0,539.0,,,,,,,,,,,,,482.1817320999981,483.2689218000014,,,,,,,486.76866289999816,486.76866289999816,486.76866289999816,486.76866289999816,486.76866289999816,486.76866289999816,486.76866289999816,486.76866289999816,None,None,None,,,,,,,,,,,482.1817320999981,482.1817320999981,None,,,483.2689218000014,,n,482.1817320999981,482.1817320999981,1.55295820000174,483.2689218000014,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Arm_X_For,False,1.0,robot,4.0,False,False,robot_stimuli\L_Arm_X_For.mp4,12.0,,,,,,,,,0.0,540.0,540.0,540.0,,,,,,,,,,,,,486.76866289999816,487.8557149000008,,,,,,,491.5030772999999,491.5030772999999,491.5030772999999,491.5030772999999,491.5030772999999,491.5030772999999,491.5030772999999,491.5030772999999,None,None,None,,,,,,,,,,,486.76866289999816,486.76866289999816,None,,,487.8557149000008,,n,486.76866289999816,486.76866289999816,1.6846328999999969,487.8557149000008,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Arm_X_For,True,1.0,robot,4.0,False,False,robot_stimuli\L_Arm_X_For.mp4,12.0,,,,,,,,,0.0,541.0,541.0,541.0,,,,,,,,,,,,,491.5030772999999,492.5820965999992,,,,,,,496.221349200001,496.221349200001,496.221349200001,496.221349200001,496.221349200001,496.221349200001,496.221349200001,496.221349200001,None,None,None,,,,,,,,,,,491.5030772999999,491.5030772999999,None,,,492.5820965999992,,n,491.5030772999999,491.5030772999999,2.4305566000002727,492.5820965999992,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Base_X_Back,False,1.0,robot,4.0,False,False,robot_stimuli\R_Base_X_Back.mp4,12.0,,,,,,,,,0.0,542.0,542.0,542.0,,,,,,,,,,,,,496.221349200001,497.3039973999985,,,,,,,500.9544712999996,500.9544712999996,500.9544712999996,500.9544712999996,500.9544712999996,500.9544712999996,500.9544712999996,500.9544712999996,None,None,None,,,,,,,,,,,496.221349200001,496.221349200001,None,,,497.3039973999985,,n,496.221349200001,496.221349200001,1.1010646999966411,497.3039973999985,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Base_Z_For,False,1.0,robot,4.0,False,False,robot_stimuli\R_Base_Z_For.mp4,12.0,,,,,,,,,0.0,543.0,543.0,543.0,,,,,,,,,,,,,500.9544712999996,502.035130799999,,,,,,,505.6655967000006,505.6655967000006,505.6655967000006,505.6655967000006,505.6655967000006,505.6655967000006,505.6655967000006,505.6655967000006,None,None,None,,,,,,,,,,,500.9544712999996,500.9544712999996,None,,,502.035130799999,,n,500.9544712999996,500.9544712999996,1.8345886999995853,502.035130799999,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Base_Z_For,False,1.0,robot,4.0,False,False,robot_stimuli\L_Base_Z_For.mp4,12.0,,,,,,,,,0.0,544.0,544.0,544.0,,,,,,,,,,,,,505.6655967000006,506.754634500001,,,,,,,510.40519979999954,510.40519979999954,510.40519979999954,510.40519979999954,510.40519979999954,510.40519979999954,510.40519979999954,510.40519979999954,None,None,None,,,,,,,,,,,505.6655967000006,505.6655967000006,None,,,506.754634500001,,n,505.6655967000006,505.6655967000006,1.5938134999996691,506.754634500001,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
